,date,close,open,high,low,volume,pct,rd_zz,net_zz,cmi,keyprice,h_high,l_low,sellEasierDay,buyEasierDay,swingBuyPt,swingSellPt,atr,trendLokBuy,trendLokSell,swingUpTrigger,swingDnTrigger,band,upband,dnband,marketPosition,swingEntry,rd_strategy,net_strategy
40,43602,4942.58,5112.24,5116.99,4923.67,119.07K,-0.0325,0.003863058437390654,1.0035043408347066,36.042790527567,4994.413333333333,5100.26,4662.78,False,True,5176.802093552397,5015.396859671403,129.12418710479528,4888.1,5030.339999999999,5176.802093552397,5015.396859671403,4897.022666666668,5073.101642275882,4720.943691057453,1,False,0.003863058437390654,1.0405084336638297
41,43601,5108.36,5071.11,5118.44,5059.21,104.42K,0.0063,0.03354118699140929,1.0371630675773345,34.759252328218246,5095.336666666666,5116.99,4662.78,True,False,5171.458326295737,5004.211115802842,133.7977683943157,4939.563333333333,5061.06,5171.458326295737,5004.211115802842,4902.285333333333,5093.249013840893,4711.3216528257735,1,False,0.03354118699140929,1.0754083216034866
42,43600,5076.56,5002.61,5086.73,4999.34,97.46K,0.0223,-0.0062250898527118625,1.0307066342897513,15.16042663389388,5054.21,5118.44,4662.78,True,False,5101.099993666163,4936.950004222557,131.3199915548841,4994.073333333334,5107.386666666666,5101.099993666163,4936.950004222557,4904.588,5102.122850218279,4707.05314978172,0,False,0.0,1.0754083216034866
43,43599,4965.61,4942.39,5018.41,4941.93,87.54K,-0.008,-0.021855350867516776,1.0081801791558715,0.6627748760039345,4975.316666666667,5118.44,4662.78,False,True,5008.2154961996985,4843.651755700454,131.6509923993957,5000.16,5074.526666666666,5008.2154961996985,4843.651755700454,4904.688666666666,5102.344689881238,4707.032643452094,0,False,0.0,1.0754083216034866
44,43598,5005.9,5009.47,5040.5,4985.19,91.74K,-0.0115,0.008113806762915399,1.0163603583117438,6.783566694465142,5010.53,5118.44,4662.78,False,True,5072.457446579729,4914.988830130408,125.97489315945617,4975.486666666667,5048.546666666666,5072.457446579729,4914.988830130408,4905.718999999999,5105.14446987809,4706.293530121909,1,True,0.008113806762915399,1.0841339769162086
45,43595,5064.32,4940.48,5064.32,4842.61,122.18K,0.036,0.011670229129627119,1.0282215165715118,8.804810604397995,4990.416666666667,5118.44,4662.78,True,False,5042.141302882633,4872.705798078245,135.54840384351056,4923.243333333333,5041.076666666667,5042.141302882633,4872.705798078245,4907.056333333332,5110.1463827523185,4703.966283914346,0,False,0.0,1.0841339769162086
46,43594,4888.41,4897.98,4955.78,4879.69,90.94K,-0.012,-0.03473516681410338,0.9925060706715501,29.166483781767237,4907.959999999999,5118.44,4662.78,False,True,4968.2082817295795,4792.63757740563,140.45656345915953,4902.496666666666,5020.2,4968.2082817295795,4792.63757740563,4902.626333333333,5101.304230006098,4703.9484366605675,0,False,0.0,1.0841339769162086
47,43593,4947.74,4865.79,5028.53,4842.56,107.74K,-0.0052,0.012136870679832379,1.0045519885002392,1.5340385375059877,4939.610000000001,5118.44,4662.78,True,False,4974.545930334933,4793.286046443378,145.0079071132435,4854.953333333334,5016.209999999999,4974.545930334933,4793.286046443378,4902.393333333332,5100.842528130586,4703.944138536077,1,True,0.012136870679832379,1.097291970793653
48,43592,4973.4,4933.04,4990.19,4886.06,116.57K,0.0132,0.005186206227489665,1.0097618022788362,25.12399596190133,4949.883333333334,5118.44,4662.78,True,False,5038.730087301439,4862.57994179904,140.92011640191907,4869.436666666667,4991.5,5038.730087301439,4862.57994179904,4906.209333333331,5105.568567610747,4706.850099055916,0,False,0.0,1.097291970793653
49,43591,4908.8,5122.47,5125.16,4874.64,143.39K,-0.0751,-0.012989102022760934,0.9966459032103494,24.5029188429971,4969.533333333333,5118.44,4662.78,False,True,5198.410052380864,5008.559921428705,151.88010476172713,4867.753333333334,5047.96,5198.410052380864,5008.559921428705,4909.930999999998,5105.1327866964475,4714.729213303548,1,False,-0.012989102022760934,1.083039133436258
50,43585,5307.56,5244.04,5349.94,5244.04,102.19K,0.008,0.08123370273794017,1.0776071402467249,109.1612959038022,5300.513333333333,5125.16,4662.78,True,False,5379.644570714166,5153.636952857223,180.80609428555437,5001.580000000001,5155.096666666665,5379.644570714166,5153.636952857223,4926.755666666664,5164.501190154246,4689.010143179083,1,False,0.08123370273794017,1.1710184124553753
51,43584,5265.6,5405.16,5421.66,5252.05,138.67K,-0.0263,-0.007905704316107598,1.0690878968270079,68.40764887362488,5313.1033333333335,5349.94,4662.78,False,True,5495.003242428499,5270.3951363572505,179.6864848569989,5123.576666666667,5298.919999999999,5495.003242428499,5270.3951363572505,4942.424666666664,5204.252035836449,4680.597297496879,1,False,-0.007905704316107598,1.1617606871377855
52,43581,5408.03,5427.62,5496.04,5407.19,124.28K,-0.0092,0.027049149194773525,1.0980058148506082,69.88983765549231,5437.086666666666,5421.66,4662.78,False,True,5520.000918185649,5289.048622721526,184.76183637129898,5301.093333333333,5422.546666666666,5520.000918185649,5289.048622721526,4960.1039999999975,5269.375744268404,4650.832255731591,1,False,0.027049149194773525,1.193185325292798
53,43580,5458.42,5652.01,5662.79,5457.83,151.40K,-0.039,0.009317625826779974,1.1082366221890148,71.39788301370523,5526.346666666667,5496.04,4662.78,False,True,5747.890826367085,5508.188760449373,191.7616527341691,5372.356666666667,5526.830000000001,5747.890826367085,5508.188760449373,4979.934999999999,5334.8160321879295,4625.053967812068,1,False,0.009317625826779974,1.204302979695881
54,43579,5679.73,5636.4,5682.48,5568.41,134.78K,0.0092,0.04054469974827879,1.153169743285715,77.82522174778244,5643.54,5662.79,4662.78,True,False,5782.6436155955635,5538.904256269623,194.99148746075213,5477.81,5613.7699999999995,5782.6436155955635,5538.904256269623,5005.876999999999,5439.146857006905,4572.607142993093,1,False,0.04054469974827879,1.2531310824136082
55,43578,5628.06,5710.73,5710.73,5610.74,149.87K,-0.0166,-0.009097263426254276,1.142679054355859,88.53584387564973,5649.843333333333,5682.48,4662.78,False,True,5803.475669357338,5571.611495963992,185.49133871467689,5545.66,5685.333333333333,5803.475669357338,5571.611495963992,5035.970333333332,5510.539371640374,4561.4012950262895,1,False,-0.009097263426254276,1.2417310188492645
56,43577,5723.04,5821.02,5824.52,5704.98,158.16K,-0.015,0.016876152706261083,1.1619630805714145,100.19862021320495,5750.846666666667,5710.73,4668.54,False,True,5914.314102421605,5681.0788463675935,186.5882048432092,5628.043333333332,5739.243333333333,5914.314102421605,5681.0788463675935,5070.778999999999,5586.821476968809,4554.736523031188,1,False,0.016876152706261083,1.262686661143466
57,43574,5810.18,5762.5,5810.18,5710.8,148.72K,0.0061,0.015226173502194795,1.1796553320393397,97.14902317128579,5777.053333333333,5824.52,4768.04,True,False,5895.900538269167,5673.566307820556,177.8673843588883,5675.506666666667,5781.81,5895.900538269167,5673.566307820556,5104.990999999998,5673.791296304545,4536.190703695452,1,False,0.015226173502194795,1.2819125473249433
58,43573,5775.17,5804.3,5826.67,5762.57,151.32K,-0.0056,-0.0060256308754634835,1.1725471644481984,92.73814932606389,5788.136666666666,5824.52,4768.04,False,True,5887.5453229615,5679.432015557751,166.4906459229995,5726.116666666666,5820.456666666668,5887.5453229615,5679.432015557751,5137.649666666665,5742.938046344492,4532.361286988838,1,False,-0.0060256308754634835,1.274188215500138
59,43572,5807.73,5776.64,5840.62,5758.0,169.80K,0.0053,0.005637929273077491,1.1791579024307048,95.15026981736209,5802.116666666666,5826.67,4824.14,True,False,5895.2176859980245,5697.588209334651,158.10358133069954,5743.79,5825.823333333334,5895.2176859980245,5697.588209334651,5169.446666666666,5810.895242570442,4527.99809076289,1,False,0.005637929273077491,1.2813719985397167
60,43571,5777.01,5625.12,5777.01,5583.61,156.03K,0.0214,-0.005289502094622089,1.1729207442359075,85.09857547615306,5712.543333333334,5840.62,4824.14,True,False,5748.648917398222,5542.767388401185,164.70522319762958,5701.393333333333,5814.766666666667,5748.648917398222,5542.767388401185,5198.280333333332,5867.9902281681625,4528.570438498502,0,False,0.0,1.2813719985397167
61,43570,5655.98,5795.5,5815.39,5654.34,157.75K,-0.0102,-0.020950283970427752,1.1483477215693598,71.77514560050373,5708.57,5840.62,4824.14,False,True,5877.669850438933,5672.2452243416,164.33970087786662,5665.316666666667,5811.006666666667,5877.669850438933,5672.2452243416,5222.599666666666,5903.937785791792,4541.2615475415405,0,False,0.0,1.2813719985397167
62,43567,5714.37,5720.05,5749.34,5673.74,140.08K,-0.0022,0.010323586717067679,1.1602027888543283,74.52286321422956,5712.483333333333,5840.62,4824.14,True,False,5837.98129809256,5641.42913460496,157.24173079008,5637.2300000000005,5780.580000000001,5837.98129809256,5641.42913460496,5247.85,5943.910855059898,4551.789144940103,0,False,0.0,1.2813719985397167
63,43566,5727.17,5852.64,5866.92,5720.55,165.88K,-0.0211,0.0022399669604873385,1.1628016047688272,75.91688965842916,5771.546666666666,5840.62,4824.14,False,True,5931.0262788555365,5735.060581716696,156.772557711072,5682.876666666667,5810.55,5931.0262788555365,5735.060581716696,5273.572666666668,5981.450149473457,4565.695183859879,0,False,0.0,1.2813719985397167
64,43565,5850.76,5826.03,5906.43,5782.37,178.75K,-0.0012,0.02157959341175486,1.1878943906182746,85.13876368936887,5846.52,5866.92,4824.14,True,False,5945.295976454973,5746.519349030017,159.02130193996484,5725.553333333333,5840.896666666667,5945.295976454973,5746.519349030017,5303.166333333334,6030.587733760615,4575.744932906052,0,False,0.0,1.2813719985397167
65,43564,5858.05,5834.29,5877.84,5798.37,179.36K,0.0018,0.0012459919736922398,1.189374497494579,94.53069045382246,5844.753333333333,5906.43,4831.34,True,False,5947.589628809476,5758.756914127016,151.06617174596838,5767.096666666667,5883.7300000000005,5947.589628809476,5758.756914127016,5337.042666666666,6069.994334358074,4604.090998975258,0,False,0.0,1.2813719985397167
66,43563,5847.63,5921.21,5939.5,5765.91,238.32K,-0.0041,-0.00177874890108487,1.1872588989141821,91.04163942388523,5851.013333333333,5906.43,4835.81,False,True,5997.869277285686,5806.2210840714715,153.31855457137155,5782.216666666667,5907.923333333333,5997.869277285686,5806.2210840714715,5369.532999999999,6103.722532861956,4635.343467138043,0,False,0.0,1.2813719985397167
67,43559,5871.56,5868.39,5894.99,5813.46,208.84K,0.0061,0.00409225617899911,1.1921174664793355,81.10701374480156,5860.003333333333,5939.5,4835.81,True,False,5977.994774335676,5795.3201504428835,146.13969911423436,5792.579999999999,5904.110000000001,5977.994774335676,5795.3201504428835,5399.371999999999,6139.958770867573,4658.785229132426,0,False,0.0,1.2813719985397167
68,43558,5836.04,5744.22,5843.47,5724.13,199.11K,0.0105,-0.0060494996219063735,1.1849057523166007,74.85525826998526,5801.213333333333,5939.5,4835.81,True,False,5853.921546902108,5671.085635398595,146.26872920281096,5767.833333333333,5892.653333333333,5853.921546902108,5671.085635398595,5426.910999999999,6168.956010087711,4684.865989912288,0,False,0.0,1.2813719985397167
69,43557,5775.55,5794.79,5833.02,5750.33,228.75K,0.0031,-0.010364904969808242,1.17262431679566,77.19468328969185,5786.3,5939.5,4835.81,False,True,5864.896428141265,5689.630357788103,140.21285628252986,5762.639999999999,5857.16,5864.896428141265,5689.630357788103,5455.310666666666,6183.204584632464,4727.416748700869,0,False,0.0,1.2813719985397167
70,43556,5757.84,5591.67,5763.58,5591.67,221.18K,0.0379,-0.0030663746309875783,1.1690286113389587,74.32129378088142,5704.363333333334,5939.5,4842.56,True,False,5700.104677990707,5519.380214672861,144.5795706542769,5688.709999999999,5813.356666666667,5700.104677990707,5519.380214672861,5482.486,6192.434164053333,4772.537835946667,0,False,0.0,1.2813719985397167
71,43553,5547.66,5370.42,5550.76,5346.21,178.33K,0.0331,-0.036503272060355973,1.1263552418929126,40.047769249001796,5481.543333333334,5939.5,4842.56,True,False,5498.883460191637,5284.777693205576,171.28461358884923,5562.736666666667,5715.786666666667,5562.736666666667,5284.777693205576,5497.129333333333,6193.600681141873,4800.657985524794,0,False,0.0,1.2813719985397167
72,43552,5370.12,5432.94,5487.77,5370.12,149.26K,-0.0143,-0.03200268221195968,1.0903088530288387,26.761718963662517,5409.336666666666,5939.5,4842.56,False,True,5518.895076114982,5304.007385827526,171.9101522299643,5436.0,5600.703333333334,5518.895076114982,5304.007385827526,5506.914666666667,6187.544057896749,4826.285275436584,0,False,0.0,1.2813719985397167
73,43551,5447.88,5431.98,5447.88,5333.78,144.96K,0.0098,0.014480123349198903,1.10609665970942,43.96502999252471,5409.846666666667,5939.5,4842.56,True,False,5556.576852755225,5348.915431496515,166.1291370069679,5350.036666666667,5495.47,5556.576852755225,5348.915431496515,5522.990333333334,6173.850717696125,4872.129948970543,0,False,0.0,1.2813719985397167
74,43550,5394.88,5571.53,5589.41,5380.85,176.17K,-0.0279,-0.009728554960828806,1.0953359375634477,35.46046274180909,5455.046666666667,5939.5,4842.56,False,True,5656.716111653135,5443.750832520296,170.37222330627108,5361.583333333333,5508.3533333333335,5656.716111653135,5443.750832520296,5535.956333333334,6160.042933039558,4911.869733627111,0,False,0.0,1.2813719985397167
75,43549,5549.67,5521.25,5629.23,5507.36,178.43K,-0.0129,0.028692019099590738,1.1267633372044863,44.2458110744435,5562.086666666666,5939.5,4842.56,False,True,5609.635000487822,5388.672499268267,176.7700009756439,5407.330000000001,5555.506666666667,5609.635000487822,5388.672499268267,5552.134666666668,6151.136693279448,4953.132640053887,0,False,0.0,1.2813719985397167
76,43546,5622.14,5591.04,5625.1,5505.81,181.96K,0.0058,0.013058434105090999,1.1414771019954035,66.88879975203756,5584.350000000001,5939.5,4842.56,True,False,5719.306500658559,5505.52899956096,171.0220008780795,5464.673333333333,5614.579999999999,5719.306500658559,5505.52899956096,5576.592333333335,6122.785302766475,5030.399363900195,0,False,0.0,1.2813719985397167
77,43545,5589.48,5525.99,5634.66,5513.39,207.15K,0.0134,-0.005809175865417959,1.1348460607635646,58.502743996936935,5579.176666666666,5939.5,4842.56,True,False,5650.525100592703,5442.966599604864,166.0468007902715,5508.8533333333335,5629.663333333333,5650.525100592703,5442.966599604864,5597.983666666669,6091.7358122480055,5104.231521085332,0,False,0.0,1.2813719985397167
78,43544,5515.79,5518.31,5533.05,5415.75,176.82K,-0.0012,-0.013183695084336922,1.1198845963307968,50.93533422233913,5488.196666666667,5939.5,4874.64,True,False,5643.421340533434,5434.902439644378,166.8151207112443,5478.316666666667,5597.6033333333335,5643.421340533434,5434.902439644378,5616.063333333336,6053.522462283855,5178.604204382817,0,False,0.0,1.2813719985397167
79,43543,5522.18,5505.7,5555.12,5486.8,166.71K,0.0038,0.0011584922558691702,1.1211819739631133,57.601938282966806,5521.366666666666,5939.5,4874.64,True,False,5623.42420648009,5427.21719567994,156.96560864011985,5471.98,5574.276666666666,5623.42420648009,5427.21719567994,5636.509333333336,5988.897407551902,5284.1212591147705,0,False,0.0,1.2813719985397167
80,43542,5501.18,5387.38,5501.18,5333.26,172.66K,0.0265,-0.0038028459774943624,1.1169182916033884,27.840565956345422,5445.206666666667,5939.5,5244.04,True,False,5507.500785832081,5307.299476111946,160.16104777610786,5411.9366666666665,5529.783333333333,5507.500785832081,5307.299476111946,5642.963333333336,5977.664573738605,5308.2620929280665,0,False,0.0,1.2813719985397167
81,43539,5359.01,5328.81,5418.33,5308.06,152.85K,0.0114,-0.025843546293704223,1.0880531620280511,13.587897301621918,5361.8,5939.5,5252.05,False,True,5410.538471499249,5206.217292751127,163.45694299849706,5376.040000000001,5491.543333333332,5410.538471499249,5206.217292751127,5646.077000000003,5968.178943496033,5323.975056503973,0,False,0.0,1.2813719985397167
82,43538,5298.5,5381.11,5432.52,5236.75,178.61K,-0.0233,-0.011291264617905195,1.075767665857244,17.34606613454957,5322.59,5939.5,5308.06,False,True,5464.454124349323,5256.0938134760145,166.68824869864739,5292.69,5450.676666666667,5464.454124349323,5256.0938134760145,5642.426000000003,5977.461514081571,5307.390485918435,1,True,-0.011291264617905195,1.2669036882302307
83,43537,5424.86,5557.16,5557.16,5388.25,224.35K,-0.0227,0.023848258941209677,1.101422851713188,4.77552472429746,5456.756666666667,5939.5,5236.75,False,True,5645.102711914391,5425.245932128413,175.88542382878262,5311.02,5469.336666666667,5645.102711914391,5425.245932128413,5641.307333333335,5979.006446269981,5303.608220396689,1,True,0.023848258941209677,1.2971171354407187
84,43536,5551.0,5500.94,5591.69,5458.76,249.33K,0.0173,0.02325221296033453,1.1270333704206021,18.318036286019147,5533.816666666666,5939.5,5236.75,True,False,5632.174911084428,5413.450059277047,174.97988144590437,5361.253333333333,5527.123333333333,5632.174911084428,5413.450059277047,5637.016333333335,5975.92279324943,5298.10987341724,1,True,0.02325221296033453,1.3272779793084855
85,43535,5456.38,5279.75,5456.42,5272.19,214.25K,0.0402,-0.017045577373446252,1.1078224359026418,24.42974030594099,5394.996666666666,5939.5,5236.75,True,False,5418.772169975986,5187.068553349343,185.36289330131396,5373.066666666667,5535.089999999999,5418.772169975986,5187.068553349343,5631.293666666668,5976.353799763591,5286.233533569745,0,False,0.0,1.3272779793084855
86,43532,5245.7,5340.11,5480.17,5245.53,285.68K,-0.039,-0.03861168027153539,1.0650475502099355,67.92458199928853,5323.799999999999,5939.5,5236.75,False,True,5435.255301985591,5197.392047021613,190.2906039711826,5325.493333333333,5509.426666666666,5435.255301985591,5197.392047021613,5615.382333333336,5985.187450683224,5245.577215983448,0,False,0.0,1.3272779793084855
87,43531,5458.62,5381.23,5512.64,5353.57,266.97K,0.0127,0.04058943515641378,1.108277228687679,50.026325151191806,5441.61,5939.5,5236.75,True,False,5529.696657680548,5282.252228212968,197.9555435740644,5290.429999999999,5483.076666666667,5529.696657680548,5282.252228212968,5603.663666666669,5970.301938881707,5237.025394451631,0,False,0.0,1.3272779793084855
88,43530,5390.03,5328.13,5395.55,5256.79,264.96K,0.0179,-0.012565446944465819,1.0943512299708444,54.804695837780194,5347.456666666666,5939.5,5236.75,True,False,5476.887241912494,5228.958505391671,198.34298921665794,5285.296666666666,5462.786666666667,5476.887241912494,5228.958505391671,5590.825666666668,5959.509390877793,5222.141942455544,0,False,0.0,1.3272779793084855
89,43529,5295.29,5146.62,5295.29,5125.15,206.89K,0.0266,-0.01757689660354389,1.0751159315536858,72.91924581999282,5238.576666666667,5939.5,5236.75,True,False,5300.367517721244,5044.1216548525035,204.9966902949922,5245.17,5401.16,5300.367517721244,5044.1216548525035,5573.744333333335,5948.087909162899,5199.40075750377,0,False,0.0,1.3272779793084855
90,43528,5158.25,5112.95,5253.39,5108.28,232.45K,0.018,-0.025879602439148774,1.0472923586690812,75.98207159083931,5173.306666666666,5939.5,5125.15,False,True,5214.549010632746,4960.55148405088,203.198021265493,5163.406666666666,5314.743333333333,5214.549010632746,4960.55148405088,5553.1190000000015,5948.012204849087,5158.225795150916,0,False,0.0,1.3272779793084855
91,43525,5067.23,5047.23,5067.31,4984.99,149.83K,0.0083,-0.017645519313720825,1.0288123411270738,70.82962392627702,5039.843333333333,5939.5,5108.28,True,False,5197.383164354207,4947.127890430527,200.20421913894373,5072.806666666666,5205.330000000001,5197.383164354207,4947.127890430527,5533.4940000000015,5962.991123082328,5103.996876917675,0,False,0.0,1.3272779793084855
92,43524,5025.29,5017.44,5072.67,4994.05,156.04K,0.0015,-0.008276711339331277,1.0202971583572233,72.19201475102408,5030.669999999999,5939.5,4984.99,False,True,5111.462898612524,4876.405652081213,188.04579722504934,5029.106666666667,5131.123333333334,5111.462898612524,4876.405652081213,5510.524666666668,5971.427521296817,5049.621812036519,0,False,0.0,1.3272779793084855
93,43523,5017.88,5027.39,5093.8,4964.62,208.85K,-0.0041,-0.0014745417677387573,1.0187926875817204,74.3093314894553,5025.433333333333,5939.5,4984.99,False,True,5118.469608751273,4890.770586873092,182.15921750254444,4981.22,5077.926666666666,5118.469608751273,4890.770586873092,5486.881666666668,5972.9858577226905,5000.7774756106455,0,False,0.0,1.3272779793084855
94,43522,5038.54,5059.28,5149.62,5004.55,262.83K,-0.0012,0.0041172766188111165,1.0229873388937163,83.31486952240277,5064.236666666667,5939.5,4964.62,False,True,5148.505147876144,4925.442278185782,178.45029575228995,4987.740000000001,5105.363333333334,5148.505147876144,4925.442278185782,5459.807666666668,5952.263065464227,4967.35226786911,0,False,0.0,1.3272779793084855
95,43521,5044.35,4840.54,5045.08,4835.48,241.78K,0.0559,0.001153111814136798,1.024166957679907,83.46668307894302,4974.97,5939.5,4964.62,True,False,4976.713949632795,4749.757366911469,181.565266177061,4934.883333333333,5096.166666666667,4976.713949632795,4749.757366911469,5432.684333333335,5924.047099381178,4941.321567285493,0,False,0.0,1.3272779793084855
96,43518,4777.3,4651.54,4777.3,4649.22,146.17K,0.0254,-0.05294041848801134,0.9699471303387394,96.94842484737592,4734.606666666667,5939.5,4835.48,True,False,4803.731304669516,4550.079130220322,202.9217395593549,4829.75,4990.666666666667,4829.75,4550.079130220322,5397.006666666668,5917.255594273015,4876.757739060321,0,False,0.0,1.3272779793084855
97,43517,4659.14,4666.28,4750.42,4643.11,145.95K,-0.0018,-0.02473363615431312,0.9459568109280209,97.32294083177476,4684.223333333334,5894.99,4649.22,False,True,4764.30428280171,4519.243575797435,196.04856560341946,4709.27,4857.6,4764.30428280171,4519.243575797435,5356.592666666668,5910.3904287647765,4802.79490456856,0,False,0.0,1.3272779793084855
98,43516,4667.62,4667.35,4677.98,4619.46,120.21K,0.0001,0.0018200783835642387,0.9476785264713763,97.33913159385513,4655.0199999999995,5843.47,4643.11,True,False,4804.071781782309,4576.202145478462,182.29570904307747,4637.263333333333,4735.233333333334,4804.071781782309,4576.202145478462,5317.645333333335,5894.937455405187,4740.353211261482,0,False,0.0,1.3272779793084855
99,43515,4667.28,4683.33,4706.53,4614.28,143.88K,0.0013,-7.284226222359358e-05,0.9476094954236474,91.32387356208181,4662.696666666667,5833.02,4619.46,True,False,4813.298353604077,4596.684430930615,173.29113813876972,4625.616666666666,4711.643333333333,4813.298353604077,4596.684430930615,5280.703000000002,5877.567335208568,4683.838664791437,0,False,0.0,1.3272779793084855
100,43514,4661.0,4527.97,4661.0,4527.97,124.12K,0.0351,-0.00134553744365018,0.9463344513655964,95.43548246758897,4616.656666666667,5763.58,4614.28,True,False,4655.38976824367,4443.023487837554,169.8930243248927,4587.236666666667,4681.836666666666,4655.38976824367,4443.023487837554,5244.141666666668,5853.854486324863,4634.428847008474,0,False,0.0,1.3272779793084855
101,43511,4502.73,4523.94,4544.39,4497.39,93.51K,-0.0065,-0.03395623256811853,0.9142004986478033,94.41939477179704,4514.836666666666,5634.66,4527.97,False,True,4608.572360946201,4396.991458580697,169.2647218924034,4546.546666666666,4637.306666666666,4608.572360946201,4396.991458580697,5209.310666666669,5863.455894414195,4555.165438919143,0,False,0.0,1.3272779793084855
102,43510,4532.17,4507.84,4555.23,4494.55,94.83K,0.0044,0.0065382556804429726,0.9201777752511511,73.68083216826261,4527.316666666667,5634.66,4497.39,True,False,4626.644687277372,4428.636875148419,158.406249703163,4506.636666666666,4586.873333333333,4626.644687277372,4428.636875148419,5181.379000000003,5875.981941069672,4486.776058930333,0,False,0.0,1.3272779793084855
103,43509,4512.41,4442.73,4526.27,4433.03,113.22K,0.0164,-0.004359942367563541,0.9161658531831433,82.05085474208634,4490.57,5634.66,4494.55,True,False,4557.089718549634,4366.490187633576,152.47962473284673,4474.990000000001,4541.963333333333,4557.089718549634,4366.490187633576,5150.196666666669,5877.371652087775,4423.021681245564,0,False,0.0,1.3272779793084855
104,43508,4439.48,4398.44,4452.5,4394.83,85.27K,0.0083,-0.016162095199682702,0.9013586934452987,79.50866739345726,4428.9366666666665,5634.66,4433.03,True,False,4510.182246694671,4323.945168870218,148.98966225956207,4440.803333333333,4511.333333333333,4510.182246694671,4323.945168870218,5118.350000000003,5882.609806348571,4354.090193651436,0,False,0.0,1.3272779793084855
